event_id,timestamp,chain_id,scenario,stage,source,identity,asset,action,location,device_trust,mfa_strength,token_age_minutes,privilege_level,data_volume_mb,tool_risk,is_attack,mitre_technique,agentic_risk
evt-b1ecc94530b5,2026-06-02T18:42:00Z,normal-0297,normal_activity,Benign,Identity,user-018,workforce-sso,interactive_login,IN,0.799,2,36,1,0.202,0.078,0,—,—
evt-c26efac7105b,2026-06-02T18:48:00Z,normal-0298,normal_activity,Benign,Cloud,user-019,analytics-warehouse,run_approved_query,US,0.805,2,37,2,10.105,0.133,0,—,—
evt-003c94a5a3d4,2026-06-02T18:53:00Z,normal-0299,normal_activity,Benign,GitHub,user-020,engineering-repo,list_assigned_issues,US,0.973,2,32,1,0.292,0.13,0,—,—
evt-46edf766fc00,2026-06-02T19:03:00Z,normal-0300,normal_activity,Benign,Identity,user-021,workforce-sso,interactive_login,GB,0.867,2,16,1,0.037,0.02,0,—,—
evt-ef7f8735e293,2026-06-02T19:10:00Z,normal-0301,normal_activity,Benign,GitHub,user-022,engineering-repo,list_assigned_issues,DE,0.965,2,7,1,0.138,0.214,0,—,—
evt-031e64ef1ba1,2026-06-02T19:15:00Z,normal-0302,normal_activity,Benign,Cloud,user-023,analytics-warehouse,run_approved_query,SG,0.913,2,29,2,11.736,0.054,0,—,—
evt-51ad1a30f3a3,2026-06-02T19:24:00Z,normal-0303,normal_activity,Benign,SaaS,user-024,document-store,read_project_document,AU,0.794,2,26,1,4.605,0.038,0,—,—
evt-f589473ec4a8,2026-06-02T19:32:00Z,normal-0304,normal_activity,Benign,SaaS,user-025,document-store,read_project_document,IN,0.787,1,24,1,0.368,0.158,0,—,—
evt-8496333ac94e,2026-06-02T19:37:00Z,normal-0305,normal_activity,Benign,SaaS,user-026,document-store,read_project_document,IN,0.862,2,12,1,2.892,0.212,0,—,—
evt-27eff338ad47,2026-06-02T19:45:00Z,normal-0306,normal_activity,Benign,Identity,user-027,workforce-sso,interactive_login,US,0.843,2,11,1,0.587,0.189,0,—,—
evt-926c867042f2,2026-06-02T19:50:00Z,normal-0307,normal_activity,Benign,Identity,user-028,workforce-sso,interactive_login,US,0.97,2,1,1,0.857,0.11,0,—,—
evt-3b681f2859cb,2026-06-02T19:57:00Z,normal-0308,normal_activity,Benign,GitHub,user-029,engineering-repo,list_assigned_issues,GB,0.937,2,18,1,0.116,0.099,0,—,—
evt-3e44ff740e18,2026-06-02T20:06:00Z,normal-0309,normal_activity,Benign,AI Agent,user-030,support-agent,agent_summarize_ticket,DE,0.867,2,33,1,0.829,0.22,0,—,—
evt-abc2ec3cd43a,2026-06-02T20:12:00Z,normal-0310,normal_activity,Benign,GitHub,user-031,engineering-repo,list_assigned_issues,SG,0.997,2,18,1,0.637,0.065,0,—,—
evt-ecec151fa1b9,2026-06-02T20:19:00Z,normal-0311,normal_activity,Benign,AI Agent,user-032,support-agent,agent_summarize_ticket,AU,0.869,2,9,1,1.3,0.161,0,—,—
evt-01cc1523d0e1,2026-06-02T20:27:00Z,normal-0312,normal_activity,Benign,AI Agent,user-033,support-agent,agent_summarize_ticket,IN,0.96,2,15,1,0.149,0.154,0,—,—
evt-27f63f5c91ea,2026-06-02T20:34:00Z,normal-0313,normal_activity,Benign,AI Agent,user-034,support-agent,agent_summarize_ticket,IN,0.82,2,9,1,1.277,0.166,0,—,—
evt-af91b838a37a,2026-06-02T20:42:00Z,normal-0314,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.829,2,27,1,1.391,0.175,0,—,—
evt-2b5b53d1d19e,2026-06-02T20:47:00Z,normal-0315,normal_activity,Benign,AI Agent,user-036,support-agent,agent_summarize_ticket,US,0.908,2,31,1,0.175,0.197,0,—,—
evt-0763537d6b27,2026-06-02T20:56:00Z,normal-0316,normal_activity,Benign,SaaS,user-037,document-store,read_project_document,GB,0.81,2,27,1,4.148,0.217,0,—,—
evt-7ea6ae7beac9,2026-06-02T21:02:00Z,normal-0317,normal_activity,Benign,SaaS,user-038,document-store,read_project_document,DE,0.849,1,29,1,5.202,0.067,0,—,—
evt-c187783f8043,2026-06-02T21:07:00Z,normal-0318,normal_activity,Benign,Cloud,user-039,analytics-warehouse,run_approved_query,SG,0.919,2,31,2,11.137,0.09,0,—,—
evt-fc4385187e61,2026-06-02T21:13:00Z,normal-0319,normal_activity,Benign,AI Agent,user-040,support-agent,agent_summarize_ticket,AU,0.822,2,16,1,1.16,0.058,0,—,—
evt-c832d5113a41,2026-06-02T21:22:00Z,normal-0320,normal_activity,Benign,Identity,user-001,workforce-sso,interactive_login,IN,0.846,2,34,1,0.312,0.135,0,—,—
evt-50335805ace2,2026-06-02T21:29:00Z,normal-0321,normal_activity,Benign,SaaS,user-002,document-store,read_project_document,IN,0.816,2,26,1,4.183,0.014,0,—,—
evt-f4eddd75c60c,2026-06-02T21:35:00Z,normal-0322,normal_activity,Benign,GitHub,user-003,engineering-repo,list_assigned_issues,US,0.936,2,25,1,1.495,0.194,0,—,—
evt-f8f828ee5ff0,2026-06-02T21:43:00Z,normal-0323,normal_activity,Benign,Identity,user-004,workforce-sso,interactive_login,US,0.791,2,29,1,0.771,0.09,0,—,—
evt-f9eb7216cb8e,2026-06-02T21:52:00Z,normal-0324,normal_activity,Benign,Cloud,user-005,analytics-warehouse,run_approved_query,GB,0.926,2,18,2,9.915,0.141,0,—,—
evt-4f5aa1f69398,2026-06-02T21:56:00Z,normal-0325,normal_activity,Benign,Identity,user-006,workforce-sso,interactive_login,DE,0.89,2,17,1,0.419,0.185,0,—,—
evt-a2508dcbcd45,2026-06-02T22:03:00Z,normal-0326,normal_activity,Benign,Cloud,user-007,analytics-warehouse,run_approved_query,SG,0.853,1,6,2,8.126,0.2,0,—,—
evt-95f5482f95fd,2026-06-02T22:13:00Z,normal-0327,normal_activity,Benign,Identity,user-008,workforce-sso,interactive_login,AU,0.979,2,30,1,0.669,0.218,0,—,—
evt-e282f54998d5,2026-06-02T22:18:00Z,normal-0328,normal_activity,Benign,GitHub,user-009,engineering-repo,list_assigned_issues,IN,0.956,2,8,1,1.645,0.03,0,—,—
evt-8cc33ed10641,2026-06-02T22:23:00Z,normal-0329,normal_activity,Benign,AI Agent,user-010,support-agent,agent_summarize_ticket,IN,0.839,2,24,1,1.352,0.181,0,—,—
evt-bc1297dc5885,2026-06-02T22:31:00Z,normal-0330,normal_activity,Benign,Cloud,user-011,analytics-warehouse,run_approved_query,US,0.956,2,11,2,11.864,0.034,0,—,—
evt-5bedf65b328f,2026-06-02T22:37:00Z,normal-0331,normal_activity,Benign,AI Agent,user-012,support-agent,agent_summarize_ticket,US,0.929,2,25,1,0.776,0.174,0,—,—
evt-6de84ccc263c,2026-06-02T22:48:00Z,normal-0332,normal_activity,Benign,Cloud,user-013,analytics-warehouse,run_approved_query,GB,0.805,2,3,2,13.655,0.023,0,—,—
evt-82ed179b4f9a,2026-06-02T22:53:00Z,normal-0333,normal_activity,Benign,SaaS,user-014,document-store,read_project_document,DE,0.995,2,22,1,5.236,0.119,0,—,—
evt-a4f7d1ec0852,2026-06-02T23:02:00Z,normal-0334,normal_activity,Benign,Cloud,user-015,analytics-warehouse,run_approved_query,SG,0.813,2,4,2,5.495,0.012,0,—,—
evt-b2d48e55c026,2026-06-02T23:06:00Z,normal-0335,normal_activity,Benign,GitHub,user-016,engineering-repo,list_assigned_issues,AU,0.833,2,4,1,1.042,0.116,0,—,—
evt-9e7911adde2e,2026-06-02T23:16:00Z,normal-0336,normal_activity,Benign,Cloud,user-017,analytics-warehouse,run_approved_query,IN,0.799,2,21,2,6.968,0.035,0,—,—
evt-c796562222ed,2026-06-02T23:22:00Z,normal-0337,normal_activity,Benign,Identity,user-018,workforce-sso,interactive_login,IN,0.954,2,20,1,0.745,0.197,0,—,—
evt-1203074971ec,2026-06-02T23:30:00Z,normal-0338,normal_activity,Benign,SaaS,user-019,document-store,read_project_document,US,0.966,2,31,1,4.095,0.16,0,—,—
evt-6672cfc48af0,2026-06-02T23:35:00Z,normal-0339,normal_activity,Benign,GitHub,user-020,engineering-repo,list_assigned_issues,US,0.9,2,7,1,1.543,0.02,0,—,—
evt-8e8db697cb45,2026-06-02T23:41:00Z,normal-0340,normal_activity,Benign,SaaS,user-021,document-store,read_project_document,GB,0.821,2,26,1,4.967,0.055,0,—,—
evt-5eafdd9ace80,2026-06-02T23:48:00Z,normal-0341,normal_activity,Benign,AI Agent,user-022,support-agent,agent_summarize_ticket,DE,0.807,2,30,1,1.272,0.148,0,—,—
evt-f11fcb495803,2026-06-02T23:58:00Z,normal-0342,normal_activity,Benign,AI Agent,user-023,support-agent,agent_summarize_ticket,SG,0.886,2,12,1,1.409,0.155,0,—,—
evt-b4a0a2045a03,2026-06-03T00:02:00Z,normal-0343,normal_activity,Benign,AI Agent,user-024,support-agent,agent_summarize_ticket,AU,0.974,2,16,1,1.336,0.067,0,—,—
evt-e4353cb11c10,2026-06-03T00:10:00Z,normal-0344,normal_activity,Benign,AI Agent,user-025,support-agent,agent_summarize_ticket,IN,0.846,2,21,1,1.08,0.159,0,—,—
evt-a59081eb7b1e,2026-06-03T00:19:00Z,normal-0345,normal_activity,Benign,SaaS,user-026,document-store,read_project_document,IN,0.996,2,12,1,1.365,0.116,0,—,—
evt-fa4e938858e4,2026-06-03T00:24:00Z,normal-0346,normal_activity,Benign,Cloud,user-027,analytics-warehouse,run_approved_query,US,0.928,2,35,2,8.576,0.07,0,—,—
evt-2bb3afb96c3f,2026-06-03T00:32:00Z,normal-0347,normal_activity,Benign,SaaS,user-028,document-store,read_project_document,US,0.839,2,19,1,3.232,0.154,0,—,—
evt-5b7e064ea745,2026-06-03T00:37:00Z,normal-0348,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.803,2,36,2,10.797,0.192,0,—,—
evt-872ef6e61e09,2026-06-03T00:47:00Z,normal-0349,normal_activity,Benign,Identity,user-030,workforce-sso,interactive_login,DE,0.984,2,21,1,0.389,0.213,0,—,—
evt-a4eab0e3188a,2026-06-03T00:50:00Z,normal-0350,normal_activity,Benign,SaaS,user-031,document-store,read_project_document,SG,0.981,2,24,1,1.658,0.169,0,—,—
evt-b4255e00be7e,2026-06-03T01:01:00Z,normal-0351,normal_activity,Benign,Identity,user-032,workforce-sso,interactive_login,AU,0.821,2,33,1,0.738,0.035,0,—,—
evt-2fbdbcfdbeaf,2026-06-03T01:04:00Z,normal-0352,normal_activity,Benign,GitHub,user-033,engineering-repo,list_assigned_issues,IN,0.883,2,3,1,0.347,0.042,0,—,—
evt-99a7a439510f,2026-06-03T01:13:00Z,normal-0353,normal_activity,Benign,AI Agent,user-034,support-agent,agent_summarize_ticket,IN,0.901,1,21,1,0.522,0.12,0,—,—
evt-0de75e56a6dc,2026-06-03T01:19:00Z,normal-0354,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.829,2,22,1,0.403,0.08,0,—,—
evt-c98725b22345,2026-06-03T01:27:00Z,normal-0355,normal_activity,Benign,Identity,user-036,workforce-sso,interactive_login,US,0.805,2,16,1,0.218,0.2,0,—,—
evt-fa45471a2f84,2026-06-03T01:36:00Z,normal-0356,normal_activity,Benign,Identity,user-037,workforce-sso,interactive_login,GB,0.865,2,19,1,0.919,0.015,0,—,—
evt-8b5bfe0ce710,2026-06-03T01:43:00Z,normal-0357,normal_activity,Benign,SaaS,user-038,document-store,read_project_document,DE,0.85,2,7,1,2.375,0.045,0,—,—
evt-e32d844bb4e8,2026-06-03T01:50:00Z,normal-0358,normal_activity,Benign,Cloud,user-039,analytics-warehouse,run_approved_query,SG,0.964,2,28,2,9.184,0.146,0,—,—
evt-ce0fa9dff6f1,2026-06-03T01:53:00Z,normal-0359,normal_activity,Benign,Identity,user-040,workforce-sso,interactive_login,AU,0.819,2,5,1,0.747,0.131,0,—,—
evt-953d5b1b06e6,2026-06-03T02:01:00Z,normal-0360,normal_activity,Benign,Cloud,user-001,analytics-warehouse,run_approved_query,IN,0.928,2,5,2,6.258,0.169,0,—,—
evt-be35ea1457de,2026-06-03T02:11:00Z,normal-0361,normal_activity,Benign,GitHub,user-002,engineering-repo,list_assigned_issues,IN,0.913,2,29,1,0.78,0.09,0,—,—
evt-a156d23d7f57,2026-06-03T02:14:00Z,normal-0362,normal_activity,Benign,AI Agent,user-003,support-agent,agent_summarize_ticket,US,0.845,2,20,1,1.216,0.152,0,—,—
evt-4e181ffc8c9c,2026-06-03T02:23:00Z,normal-0363,normal_activity,Benign,AI Agent,user-004,support-agent,agent_summarize_ticket,US,0.911,2,6,1,0.158,0.074,0,—,—
evt-67af9366c141,2026-06-03T02:30:00Z,normal-0364,normal_activity,Benign,AI Agent,user-005,support-agent,agent_summarize_ticket,GB,0.964,2,12,1,0.358,0.151,0,—,—
evt-1893f862bc81,2026-06-03T02:39:00Z,normal-0365,normal_activity,Benign,AI Agent,user-006,support-agent,agent_summarize_ticket,DE,0.796,2,17,1,0.746,0.031,0,—,—
evt-98d11b26e0e6,2026-06-03T02:46:00Z,normal-0366,normal_activity,Benign,AI Agent,user-007,support-agent,agent_summarize_ticket,SG,0.795,2,32,1,0.24,0.105,0,—,—
evt-83842e633e1e,2026-06-03T02:53:00Z,normal-0367,normal_activity,Benign,Cloud,user-008,analytics-warehouse,run_approved_query,AU,0.817,2,15,2,8.369,0.16,0,—,—
evt-9693817c27e5,2026-06-03T02:59:00Z,normal-0368,normal_activity,Benign,Cloud,user-009,analytics-warehouse,run_approved_query,IN,0.859,2,36,2,5.31,0.033,0,—,—
evt-30269d7b1e0c,2026-06-03T03:07:00Z,normal-0369,normal_activity,Benign,Identity,user-010,workforce-sso,interactive_login,IN,0.94,2,33,1,0.082,0.143,0,—,—
evt-8d72b8f0d993,2026-06-03T03:14:00Z,normal-0370,normal_activity,Benign,AI Agent,user-011,support-agent,agent_summarize_ticket,US,0.884,2,24,1,0.465,0.092,0,—,—
evt-fbf7b8d35adf,2026-06-03T03:21:00Z,normal-0371,normal_activity,Benign,AI Agent,user-012,support-agent,agent_summarize_ticket,US,0.782,2,11,1,0.655,0.169,0,—,—
evt-6fee18b2c7f4,2026-06-03T03:25:00Z,normal-0372,normal_activity,Benign,Cloud,user-013,analytics-warehouse,run_approved_query,GB,0.987,1,32,2,9.572,0.059,0,—,—
evt-1e95db482006,2026-06-03T03:33:00Z,normal-0373,normal_activity,Benign,Cloud,user-014,analytics-warehouse,run_approved_query,DE,0.982,2,3,2,12.8,0.216,0,—,—
evt-4d82c4a6639f,2026-06-03T03:40:00Z,normal-0374,normal_activity,Benign,AI Agent,user-015,support-agent,agent_summarize_ticket,SG,0.9,2,25,1,1.139,0.087,0,—,—
evt-aba9afa8a4a6,2026-06-03T03:45:00Z,normal-0375,normal_activity,Benign,GitHub,user-016,engineering-repo,list_assigned_issues,AU,0.887,2,1,1,1.824,0.115,0,—,—
evt-f0ec994d2d53,2026-06-03T03:53:00Z,normal-0376,normal_activity,Benign,SaaS,user-017,document-store,read_project_document,IN,0.86,2,8,1,1.534,0.149,0,—,—
evt-7d634c71b178,2026-06-03T04:02:00Z,normal-0377,normal_activity,Benign,SaaS,user-018,document-store,read_project_document,IN,0.922,2,16,1,4.377,0.019,0,—,—
evt-38b808315f53,2026-06-03T04:10:00Z,normal-0378,normal_activity,Benign,SaaS,user-019,document-store,read_project_document,US,0.837,2,26,1,0.981,0.136,0,—,—
evt-6d9146c43b87,2026-06-03T04:17:00Z,normal-0379,normal_activity,Benign,SaaS,user-020,document-store,read_project_document,US,0.879,2,31,1,5.295,0.046,0,—,—
evt-ad0b554ccb40,2026-06-03T04:23:00Z,normal-0380,normal_activity,Benign,GitHub,user-021,engineering-repo,list_assigned_issues,GB,0.817,2,30,1,1.659,0.135,0,—,—
evt-d78f2654cd88,2026-06-03T04:27:00Z,normal-0381,normal_activity,Benign,AI Agent,user-022,support-agent,agent_summarize_ticket,DE,0.931,2,7,1,1.303,0.047,0,—,—
evt-8774ddb31f5d,2026-06-03T04:38:00Z,normal-0382,normal_activity,Benign,SaaS,user-023,document-store,read_project_document,SG,0.978,2,1,1,5.291,0.198,0,—,—
evt-3fccd5922fb3,2026-06-03T04:44:00Z,normal-0383,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.954,2,38,2,7.888,0.179,0,—,—
evt-37c78ac2999d,2026-06-03T04:52:00Z,normal-0384,normal_activity,Benign,GitHub,user-025,engineering-repo,list_assigned_issues,IN,0.912,2,17,1,1.007,0.05,0,—,—
evt-af263c33937c,2026-06-03T04:55:00Z,normal-0385,normal_activity,Benign,GitHub,user-026,engineering-repo,list_assigned_issues,IN,0.87,2,28,1,0.114,0.147,0,—,—
evt-eddc472a7b83,2026-06-03T05:04:00Z,normal-0386,normal_activity,Benign,Cloud,user-027,analytics-warehouse,run_approved_query,US,0.946,2,36,2,8.954,0.111,0,—,—
evt-4374d2db56c9,2026-06-03T05:11:00Z,normal-0387,normal_activity,Benign,Cloud,user-028,analytics-warehouse,run_approved_query,US,0.942,2,8,2,8.509,0.167,0,—,—
evt-aa5b34e6e082,2026-06-03T05:19:00Z,normal-0388,normal_activity,Benign,AI Agent,user-029,support-agent,agent_summarize_ticket,GB,0.915,2,4,1,1.201,0.044,0,—,—
evt-ca6b5760124f,2026-06-03T05:23:00Z,normal-0389,normal_activity,Benign,GitHub,user-030,engineering-repo,list_assigned_issues,DE,0.829,2,3,1,0.996,0.162,0,—,—
evt-a5542579c337,2026-06-03T05:33:00Z,normal-0390,normal_activity,Benign,SaaS,user-031,document-store,read_project_document,SG,0.921,2,13,1,3.222,0.189,0,—,—
evt-1daa1280a7f3,2026-06-03T05:41:00Z,normal-0391,normal_activity,Benign,SaaS,user-032,document-store,read_project_document,AU,0.928,2,1,1,0.395,0.215,0,—,—
evt-0520ab26102d,2026-06-03T05:44:00Z,normal-0392,normal_activity,Benign,AI Agent,user-033,support-agent,agent_summarize_ticket,IN,0.783,2,6,1,0.921,0.125,0,—,—
evt-7d680cb6c1b0,2026-06-03T05:55:00Z,normal-0393,normal_activity,Benign,SaaS,user-034,document-store,read_project_document,IN,0.88,2,1,1,2.219,0.065,0,—,—
evt-d03e3cac5180,2026-06-03T06:01:00Z,normal-0394,normal_activity,Benign,AI Agent,user-035,support-agent,agent_summarize_ticket,US,0.99,2,37,1,0.264,0.063,0,—,—
evt-4a3b6b3d8efa,2026-06-03T06:08:00Z,normal-0395,normal_activity,Benign,Cloud,user-036,analytics-warehouse,run_approved_query,US,0.93,2,2,2,10.847,0.111,0,—,—
evt-8dc8265ae70c,2026-06-03T06:14:00Z,normal-0396,normal_activity,Benign,GitHub,user-037,engineering-repo,list_assigned_issues,GB,0.871,2,35,1,1.989,0.012,0,—,—
evt-a7140ab10ef9,2026-06-03T06:21:00Z,normal-0397,normal_activity,Benign,SaaS,user-038,document-store,read_project_document,DE,0.885,2,37,1,0.739,0.067,0,—,—
evt-31ffc80f8b29,2026-06-03T06:27:00Z,normal-0398,normal_activity,Benign,SaaS,user-039,document-store,read_project_document,SG,0.964,2,23,1,1.358,0.043,0,—,—
evt-693a6764ffc9,2026-06-03T06:33:00Z,normal-0399,normal_activity,Benign,AI Agent,user-040,support-agent,agent_summarize_ticket,AU,0.991,2,24,1,0.109,0.14,0,—,—
evt-0dfddaac2db7,2026-06-03T06:43:00Z,normal-0400,normal_activity,Benign,AI Agent,user-001,support-agent,agent_summarize_ticket,IN,0.842,2,37,1,0.356,0.037,0,—,—
evt-6b2f64688079,2026-06-03T06:51:00Z,normal-0401,normal_activity,Benign,SaaS,user-002,document-store,read_project_document,IN,0.881,2,34,1,2.974,0.107,0,—,—
evt-ea8aade66788,2026-06-03T06:54:00Z,normal-0402,normal_activity,Benign,GitHub,user-003,engineering-repo,list_assigned_issues,US,0.821,2,18,1,1.204,0.109,0,—,—
evt-7ee5c4196440,2026-06-03T07:05:00Z,normal-0403,normal_activity,Benign,GitHub,user-004,engineering-repo,list_assigned_issues,US,0.968,2,12,1,0.905,0.13,0,—,—
evt-8862a23a9a92,2026-06-03T07:12:00Z,normal-0404,normal_activity,Benign,Cloud,user-005,analytics-warehouse,run_approved_query,GB,0.823,2,10,2,11.453,0.109,0,—,—
evt-8ea30d21837d,2026-06-03T07:15:00Z,normal-0405,normal_activity,Benign,GitHub,user-006,engineering-repo,list_assigned_issues,DE,0.953,2,36,1,1.992,0.19,0,—,—
evt-5bc1f8264ad6,2026-06-03T07:22:00Z,normal-0406,normal_activity,Benign,Identity,user-007,workforce-sso,interactive_login,SG,0.879,2,24,1,0.398,0.086,0,—,—
evt-3ef7989963b3,2026-06-03T07:33:00Z,normal-0407,normal_activity,Benign,AI Agent,user-008,support-agent,agent_summarize_ticket,AU,0.824,2,35,1,1.314,0.047,0,—,—
evt-b792ae85862f,2026-06-03T07:38:00Z,normal-0408,normal_activity,Benign,Cloud,user-009,analytics-warehouse,run_approved_query,IN,0.915,2,10,2,10.575,0.192,0,—,—
evt-fc871762d9ce,2026-06-03T07:45:00Z,normal-0409,normal_activity,Benign,GitHub,user-010,engineering-repo,list_assigned_issues,IN,0.83,2,19,1,0.869,0.159,0,—,—
evt-8fe7ff6bf4cc,2026-06-03T07:54:00Z,normal-0410,normal_activity,Benign,AI Agent,user-011,support-agent,agent_summarize_ticket,US,0.895,2,11,1,0.608,0.049,0,—,—
evt-a795e990d4a4,2026-06-03T07:57:00Z,normal-0411,normal_activity,Benign,SaaS,user-012,document-store,read_project_document,US,0.817,2,5,1,1.561,0.207,0,—,—
evt-80c963d95b3b,2026-06-03T08:07:00Z,normal-0412,normal_activity,Benign,GitHub,user-013,engineering-repo,list_assigned_issues,GB,0.916,2,25,1,0.854,0.075,0,—,—
evt-1a559bcc4ac5,2026-06-03T08:12:00Z,normal-0413,normal_activity,Benign,Identity,user-014,workforce-sso,interactive_login,DE,0.926,2,21,1,0.738,0.191,0,—,—
evt-070dca5d8b48,2026-06-03T08:21:00Z,normal-0414,normal_activity,Benign,AI Agent,user-015,support-agent,agent_summarize_ticket,SG,0.819,2,37,1,1.457,0.101,0,—,—
evt-77519c745686,2026-06-03T08:29:00Z,normal-0415,normal_activity,Benign,GitHub,user-016,engineering-repo,list_assigned_issues,AU,0.871,2,1,1,1.125,0.01,0,—,—
evt-479cadcb891a,2026-06-03T08:33:00Z,normal-0416,normal_activity,Benign,Cloud,user-017,analytics-warehouse,run_approved_query,IN,0.846,2,19,2,12.987,0.135,0,—,—
evt-430538feab45,2026-06-03T08:39:00Z,normal-0417,normal_activity,Benign,Cloud,user-018,analytics-warehouse,run_approved_query,IN,0.962,2,6,2,6.682,0.099,0,—,—
evt-ca83cccfa6b2,2026-06-03T08:47:00Z,normal-0418,normal_activity,Benign,AI Agent,user-019,support-agent,agent_summarize_ticket,US,0.958,2,5,1,0.481,0.048,0,—,—
evt-c26cd565882d,2026-06-03T08:55:00Z,normal-0419,normal_activity,Benign,GitHub,user-020,engineering-repo,list_assigned_issues,US,0.784,1,35,1,0.96,0.015,0,—,—
evt-95b853f7fc6b,2026-06-03T09:00:00Z,normal-0420,normal_activity,Benign,Identity,user-021,workforce-sso,interactive_login,GB,0.889,2,20,1,0.282,0.175,0,—,—
evt-e0c219ae9c6c,2026-06-03T09:10:00Z,normal-0421,normal_activity,Benign,SaaS,user-022,document-store,read_project_document,DE,0.792,2,5,1,2.889,0.124,0,—,—
evt-f39ad32adb6d,2026-06-03T09:15:00Z,normal-0422,normal_activity,Benign,SaaS,user-023,document-store,read_project_document,SG,0.865,2,16,1,5.081,0.165,0,—,—
evt-b01169c699e0,2026-06-03T09:21:00Z,normal-0423,normal_activity,Benign,Cloud,user-024,analytics-warehouse,run_approved_query,AU,0.93,2,21,2,9.658,0.043,0,—,—
evt-0857f7647643,2026-06-03T09:28:00Z,normal-0424,normal_activity,Benign,GitHub,user-025,engineering-repo,list_assigned_issues,IN,0.975,2,14,1,0.332,0.214,0,—,—
evt-5824731521c2,2026-06-03T09:36:00Z,normal-0425,normal_activity,Benign,SaaS,user-026,document-store,read_project_document,IN,0.782,1,31,1,2.082,0.155,0,—,—
evt-cfe0af34a1de,2026-06-03T09:43:00Z,normal-0426,normal_activity,Benign,Identity,user-027,workforce-sso,interactive_login,US,0.793,2,35,1,0.371,0.176,0,—,—
evt-fa82f2cc7d34,2026-06-03T09:50:00Z,normal-0427,normal_activity,Benign,Cloud,user-028,analytics-warehouse,run_approved_query,US,0.941,1,25,2,9.38,0.085,0,—,—
evt-207959aa27f9,2026-06-03T09:57:00Z,normal-0428,normal_activity,Benign,Cloud,user-029,analytics-warehouse,run_approved_query,GB,0.822,2,23,2,8.267,0.078,0,—,—
evt-b630bae733b7,2026-06-03T10:06:00Z,normal-0429,normal_activity,Benign,SaaS,user-030,document-store,read_project_document,DE,0.879,2,35,1,5.022,0.087,0,—,—
evt-66be594a448d,2026-06-03T10:10:00Z,normal-0430,normal_activity,Benign,GitHub,user-031,engineering-repo,list_assigned_issues,SG,0.951,2,5,1,1.494,0.148,0,—,—
evt-c1ac5dee499a,2026-06-03T10:21:00Z,normal-0431,normal_activity,Benign,GitHub,user-032,engineering-repo,list_assigned_issues,AU,0.851,2,8,1,1.398,0.03,0,—,—
evt-3e857b8fed8b,2026-06-03T10:24:00Z,normal-0432,normal_activity,Benign,SaaS,user-033,document-store,read_project_document,IN,0.802,2,25,1,5.639,0.148,0,—,—
evt-49689a8de27a,2026-06-03T10:35:00Z,normal-0433,normal_activity,Benign,Identity,user-034,workforce-sso,interactive_login,IN,0.985,2,32,1,0.624,0.205,0,—,—
evt-31e0a39231b5,2026-06-03T10:38:00Z,normal-0434,normal_activity,Benign,GitHub,user-035,engineering-repo,list_assigned_issues,US,0.955,1,18,1,0.786,0.121,0,—,—
evt-b0cdf06d55e8,2026-06-03T10:45:00Z,normal-0435,normal_activity,Benign,SaaS,user-036,document-store,read_project_document,US,0.897,2,34,1,0.652,0.148,0,—,—
evt-e2ad254d5432,2026-06-03T10:56:00Z,normal-0436,normal_activity,Benign,AI Agent,user-037,support-agent,agent_summarize_ticket,GB,0.859,2,28,1,0.248,0.195,0,—,—
evt-2b1719e6899f,2026-06-03T11:00:00Z,normal-0437,normal_activity,Benign,AI Agent,user-038,support-agent,agent_summarize_ticket,DE,0.877,2,21,1,0.847,0.126,0,—,—
evt-404e2a1f2a70,2026-06-03T11:08:00Z,normal-0438,normal_activity,Benign,SaaS,user-039,document-store,read_project_document,SG,0.904,2,36,1,2.592,0.204,0,—,—
evt-8e85dfd40bee,2026-06-03T11:15:00Z,normal-0439,normal_activity,Benign,GitHub,user-040,engineering-repo,list_assigned_issues,AU,0.911,2,20,1,1.924,0.011,0,—,—
evt-4c7fb8518a35,2026-06-03T11:21:00Z,normal-0440,normal_activity,Benign,AI Agent,user-001,support-agent,agent_summarize_ticket,IN,0.892,2,37,1,1.251,0.042,0,—,—
evt-f9291674bb9d,2026-06-03T11:27:00Z,normal-0441,normal_activity,Benign,GitHub,user-002,engineering-repo,list_assigned_issues,IN,0.958,2,26,1,0.603,0.13,0,—,—
evt-afb954a529ef,2026-06-03T11:35:00Z,normal-0442,normal_activity,Benign,AI Agent,user-003,support-agent,agent_summarize_ticket,US,0.96,2,20,1,1.256,0.018,0,—,—
evt-a5981ce43250,2026-06-03T11:45:00Z,normal-0443,normal_activity,Benign,Cloud,user-004,analytics-warehouse,run_approved_query,US,0.872,2,15,2,5.347,0.167,0,—,—
evt-8706550c8171,2026-06-03T11:52:00Z,normal-0444,normal_activity,Benign,GitHub,user-005,engineering-repo,list_assigned_issues,GB,0.899,2,33,1,1.301,0.157,0,—,—
evt-a550c1321171,2026-06-03T11:56:00Z,normal-0445,normal_activity,Benign,AI Agent,user-006,support-agent,agent_summarize_ticket,DE,0.8,2,26,1,0.933,0.041,0,—,—
